c_value,n,mean_bitacc,std_bitacc,ci95_halfwidth
-10.0,200,0.8906054878234864,0.014332417033297086,0.001986371657907438
-9.0,200,0.8733659055829048,0.016048915183260126,0.0022242661643271117
-8.0,200,0.8473437720537186,0.018449941331797698,0.0025570314111287903
-7.0,200,0.8203190293908119,0.019449507270040602,0.002695564182351022
-6.0,200,0.7812304899096489,0.01932381165573047,0.0026781436589871773
