c_value,n,mean_bitacc,std_bitacc,ci95_halfwidth
-10.0,200,0.8906705927848816,0.014378650293442517,0.001992779260853416
-9.5,200,0.8829752787947655,0.015136966677148112,0.002097876549665221
-9.0,200,0.8713606980443,0.016418020111174162,0.0022754214974365994
-8.5,200,0.861998718380928,0.01759343615487351,0.002438325849858793
-8.0,200,0.8496744984388351,0.017662197302835834,0.0024478556587640334
